"Plot Title: AV06-S1"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 9995229, SEN S/N: 9995229)","Intensity, Lux (LGR S/N: 9995229, SEN S/N: 9995229)","Coupler Attached (LGR S/N: 9995229)","Coupler Detached (LGR S/N: 9995229)","Host Connected (LGR S/N: 9995229)","Stopped (LGR S/N: 9995229)","End Of File (LGR S/N: 9995229)"
414,11/07/13 10:00:00 AM,4.415,172.2,,,,,
415,11/07/13 01:00:00 PM,3.367,1205.6,,,,,
416,11/07/13 04:00:00 PM,1.656,107.6,,,,,
417,11/07/13 07:00:00 PM,1.872,0.0,,,,,
418,11/07/13 10:00:00 PM,2.410,0.0,,,,,
419,11/08/13 01:00:00 AM,2.517,0.0,,,,,
420,11/08/13 04:00:00 AM,1.872,0.0,,,,,
421,11/08/13 07:00:00 AM,1.548,0.0,,,,,
422,11/08/13 10:00:00 AM,2.088,1184.0,,,,,
423,11/08/13 01:00:00 PM,2.624,1162.5,,,,,
424,11/08/13 04:00:00 PM,2.943,1076.4,,,,,
425,11/08/13 07:00:00 PM,2.303,0.0,,,,,
426,11/08/13 10:00:00 PM,1.330,0.0,,,,,
427,11/09/13 01:00:00 AM,0.893,0.0,,,,,
428,11/09/13 04:00:00 AM,0.674,0.0,,,,,
429,11/09/13 07:00:00 AM,0.674,0.0,,,,,
430,11/09/13 10:00:00 AM,1.330,1022.6,,,,,
431,11/09/13 01:00:00 PM,3.049,1550.0,,,,,
432,11/09/13 04:00:00 PM,2.943,290.6,,,,,
433,11/09/13 07:00:00 PM,2.517,0.0,,,,,
434,11/09/13 10:00:00 PM,2.410,0.0,,,,,
435,11/10/13 01:00:00 AM,2.624,0.0,,,,,
436,11/10/13 04:00:00 AM,3.049,0.0,,,,,
437,11/10/13 07:00:00 AM,3.683,0.0,,,,,
438,11/10/13 10:00:00 AM,4.727,979.5,,,,,
439,11/10/13 01:00:00 PM,7.079,2066.7,,,,,
440,11/10/13 04:00:00 PM,6.978,688.9,,,,,
441,11/10/13 07:00:00 PM,6.064,0.0,,,,,
442,11/10/13 10:00:00 PM,5.141,0.0,,,,,
443,11/11/13 01:00:00 AM,4.311,0.0,,,,,
444,11/11/13 04:00:00 AM,3.893,0.0,,,,,
445,11/11/13 07:00:00 AM,3.683,0.0,,,,,
446,11/11/13 10:00:00 AM,4.415,1001.0,,,,,
447,11/11/13 01:00:00 PM,6.573,2497.2,,,,,
448,11/11/13 04:00:00 PM,6.775,721.2,,,,,
449,11/11/13 07:00:00 PM,5.757,0.0,,,,,
450,11/11/13 10:00:00 PM,5.244,0.0,,,,,
